num_arms,n_arm,d1,d2,d3,period_blocks,mu0,sigma,theta1,theta2,theta3,lambda0,lambda1,lambda2,lambda3,trend,N_peak,alpha,prec_theta,prec_eta,tau_a,tau_b,tau_case,prec_a,prec_b,bucket_size,opt,prior_prec_tau,prior_prec_eta,n_samples,n_chains,n_iter,n_adapt,robustify,weight,trend_mean,trend_var,ncc,study_arm,model,reject_h0,bias,MSE,failed,nsim
3,250,0,250,500,2,0,1,0,0,0,0.1,-0.05,-0.05,0.1,linear,NA,0.025,0.001,0.001,1.0991208017965741,1.0991208017965742e-4,reasonable,0.001,0.001,25,2,0.002,1,1000,4,4000,1000,TRUE,0.1,0,0.5,TRUE,3,fixmodel,0.0366,0.010886343459978179,0.007546921813292268,0,10000
3,250,0,250,500,2,0,1,0,0,0,0.1,-0.05,-0.05,0.1,linear,NA,0.025,0.001,0.001,1.0991208017965741,1.0991208017965742e-4,reasonable,0.001,0.001,25,2,0.002,1,1000,4,4000,1000,TRUE,0.1,0,0.5,TRUE,3,MAPpriorNew,0.0296,0.006583035958019737,0.007470782149850763,0,10000
3,250,0,250,500,2,0,1,0,0,0,0.1,-0.05,-0.05,0.1,linear,NA,0.025,0.001,0.001,1.0991208017965741,1.0991208017965742e-4,reasonable,0.001,0.001,25,2,0.002,1,1000,4,4000,1000,TRUE,0.1,0,0.5,TRUE,3,sepmodel,0.0281,6.39668958772242e-4,0.008154241582802589,0,10000
3,250,0,250,500,2,0,1,0,0,0,0.1,-0.05,-0.05,0.1,linear,NA,0.025,0.001,0.001,1.0991208017965741,1.0991208017965742e-4,reasonable,0.001,0.001,25,2,0.002,1,1000,4,4000,1000,TRUE,0.1,0,0.5,TRUE,3,timemachine,0.0395,0.014294151396666304,0.007297139976286212,0,10000
3,250,0,250,500,2,0,1,0,0,0,0.1,-0.012500000000000004,-0.012500000000000004,0.1,linear,NA,0.025,0.001,0.001,1.0991208017965741,1.0991208017965742e-4,reasonable,0.001,0.001,25,2,0.002,1,1000,4,4000,1000,TRUE,0.1,0,0.5,TRUE,3,fixmodel,0.0308,0.006405658821187762,0.0073750609804549075,0,10000
3,250,0,250,500,2,0,1,0,0,0,0.1,-0.012500000000000004,-0.012500000000000004,0.1,linear,NA,0.025,0.001,0.001,1.0991208017965741,1.0991208017965742e-4,reasonable,0.001,0.001,25,2,0.002,1,1000,4,4000,1000,TRUE,0.1,0,0.5,TRUE,3,MAPpriorNew,0.0304,0.004681094353682139,0.0073828450077878666,0,10000
3,250,0,250,500,2,0,1,0,0,0,0.1,-0.012500000000000004,-0.012500000000000004,0.1,linear,NA,0.025,0.001,0.001,1.0991208017965741,1.0991208017965742e-4,reasonable,0.001,0.001,25,2,0.002,1,1000,4,4000,1000,TRUE,0.1,0,0.5,TRUE,3,sepmodel,0.0256,-0.0011764420700333348,0.008056508310658395,0,10000
3,250,0,250,500,2,0,1,0,0,0,0.1,-0.012500000000000004,-0.012500000000000004,0.1,linear,NA,0.025,0.001,0.001,1.0991208017965741,1.0991208017965742e-4,reasonable,0.001,0.001,25,2,0.002,1,1000,4,4000,1000,TRUE,0.1,0,0.5,TRUE,3,timemachine,0.0333,0.010352050046282328,0.0071021240119089534,0,10000
3,250,0,250,500,2,0,1,0,0,0,0.1,0.024999999999999994,0.024999999999999994,0.1,linear,NA,0.025,0.001,0.001,1.0991208017965741,1.0991208017965742e-4,reasonable,0.001,0.001,25,2,0.002,1,1000,4,4000,1000,TRUE,0.1,0,0.5,TRUE,3,fixmodel,0.029,0.005533856595833245,0.007382529370613355,0,10000
3,250,0,250,500,2,0,1,0,0,0,0.1,0.024999999999999994,0.024999999999999994,0.1,linear,NA,0.025,0.001,0.001,1.0991208017965741,1.0991208017965742e-4,reasonable,0.001,0.001,25,2,0.002,1,1000,4,4000,1000,TRUE,0.1,0,0.5,TRUE,3,MAPpriorNew,0.0288,0.006285635449597799,0.00741766672333228,0,10000
3,250,0,250,500,2,0,1,0,0,0,0.1,0.024999999999999994,0.024999999999999994,0.1,linear,NA,0.025,0.001,0.001,1.0991208017965741,1.0991208017965742e-4,reasonable,0.001,0.001,25,2,0.002,1,1000,4,4000,1000,TRUE,0.1,0,0.5,TRUE,3,sepmodel,0.0262,3.180069796907275e-4,0.008077333548778987,0,10000
