num_arms,n_arm,d1,d2,d3,period_blocks,mu0,sigma,theta1,theta2,theta3,lambda0,lambda1,lambda2,lambda3,trend,N_peak,alpha,prec_theta,prec_eta,tau_a,tau_b,tau_case,prec_a,prec_b,bucket_size,opt,prior_prec_tau,prior_prec_eta,n_samples,n_chains,n_iter,n_adapt,robustify,weight,ncc,study_arm,model,reject_h0,bias,MSE,failed,nsim
3,250,0,0,0,2,0,1,0.25,0.25,0.25,0.1,-0.05,-0.05,0.1,linear,NA,0.025,0.001,0.001,1.0991208017965741,1.0991208017965742e-4,reasonable,0.001,0.001,25,2,0.002,1,1000,4,4000,1000,TRUE,0.1,TRUE,3,fixmodel,0.783,1.8422600583787465e-4,0.008361386786937331,0,1000
3,250,0,0,0,2,0,1,0.25,0.25,0.25,0.1,-0.05,-0.05,0.1,linear,NA,0.025,0.001,0.001,1.0991208017965741,1.0991208017965742e-4,reasonable,0.001,0.001,25,2,0.002,1,1000,4,4000,1000,TRUE,0.1,TRUE,3,MAPpriorNew,0.787,2.2576791572675195e-4,0.008376968041966417,0,1000
3,250,0,0,0,2,0,1,0.25,0.25,0.25,0.1,-0.05,-0.05,0.1,linear,NA,0.025,0.001,0.001,1.0991208017965741,1.0991208017965742e-4,reasonable,0.001,0.001,25,2,0.002,1,1000,4,4000,1000,TRUE,0.1,TRUE,3,poolmodel,0.784,1.8422600583815787e-4,0.008361386786937349,0,1000
3,250,0,0,0,2,0,1,0.25,0.25,0.25,0.1,-0.05,-0.05,0.1,linear,NA,0.025,0.001,0.001,1.0991208017965741,1.0991208017965742e-4,reasonable,0.001,0.001,25,2,0.002,1,1000,4,4000,1000,TRUE,0.1,TRUE,3,sepmodel,0.784,1.8422600583815787e-4,0.008361386786937349,0,1000
3,250,0,0,0,2,0,1,0.25,0.25,0.25,0.1,-0.05,-0.05,0.1,linear,NA,0.025,0.001,0.001,1.0991208017965741,1.0991208017965742e-4,reasonable,0.001,0.001,25,2,0.002,1,1000,4,4000,1000,TRUE,0.1,TRUE,3,timemachine,0.785,3.432291526491263e-5,0.008358144862453065,0,1000
3,250,0,125,250,2,0,1,0.25,0.25,0.25,0.1,-0.05,-0.05,0.1,linear,NA,0.025,0.001,0.001,1.0991208017965741,1.0991208017965742e-4,reasonable,0.001,0.001,25,2,0.002,1,1000,4,4000,1000,TRUE,0.1,TRUE,3,fixmodel,0.861,0.00849438660584784,0.006887190653026524,0,1000
3,250,0,125,250,2,0,1,0.25,0.25,0.25,0.1,-0.05,-0.05,0.1,linear,NA,0.025,0.001,0.001,1.0991208017965741,1.0991208017965742e-4,reasonable,0.001,0.001,25,2,0.002,1,1000,4,4000,1000,TRUE,0.1,TRUE,3,MAPpriorNew,0.821,0.0013876343070257937,0.007162766305010509,0,1000
3,250,0,125,250,2,0,1,0.25,0.25,0.25,0.1,-0.05,-0.05,0.1,linear,NA,0.025,0.001,0.001,1.0991208017965741,1.0991208017965742e-4,reasonable,0.001,0.001,25,2,0.002,1,1000,4,4000,1000,TRUE,0.1,TRUE,3,poolmodel,0.896,0.01410564022901081,0.006600134194556914,0,1000
3,250,0,125,250,2,0,1,0.25,0.25,0.25,0.1,-0.05,-0.05,0.1,linear,NA,0.025,0.001,0.001,1.0991208017965741,1.0991208017965742e-4,reasonable,0.001,0.001,25,2,0.002,1,1000,4,4000,1000,TRUE,0.1,TRUE,3,sepmodel,0.79,-0.001954332172348793,0.007626215458242709,0,1000
3,250,0,125,250,2,0,1,0.25,0.25,0.25,0.1,-0.05,-0.05,0.1,linear,NA,0.025,0.001,0.001,1.0991208017965741,1.0991208017965742e-4,reasonable,0.001,0.001,25,2,0.002,1,1000,4,4000,1000,TRUE,0.1,TRUE,3,timemachine,0.876,0.00985875704187866,0.006762880050076516,0,1000
