num_arms,n_arm,d1,d2,d3,period_blocks,mu0,sigma,theta1,theta2,theta3,lambda0,lambda1,lambda2,lambda3,trend,N_peak,alpha,prec_theta,prec_eta,tau_a,tau_b,tau_case,prec_a,prec_b,bucket_size,opt,prior_prec_tau,prior_prec_eta,n_samples,n_chains,n_iter,n_adapt,robustify,weight,ncc,study_arm,model,reject_h0,bias,MSE,failed,nsim
3,250,0,0,0,2,0,1,0,0,0,0.1,-0.05,0.1,0.1,linear,NA,0.025,0.001,0.001,1.0991208017965741,1.0991208017965742e-4,reasonable,0.001,0.001,25,2,0.002,1,1000,4,4000,1000,TRUE,0.1,TRUE,2,fixmodel,0.026,-9.095703576487606e-5,0.008260399004228943,0,1000
3,250,0,0,0,2,0,1,0,0,0,0.1,-0.05,0.1,0.1,linear,NA,0.025,0.001,0.001,1.0991208017965741,1.0991208017965742e-4,reasonable,0.001,0.001,25,2,0.002,1,1000,4,4000,1000,TRUE,0.1,TRUE,2,MAPpriorNew,0.027,1.0244069233157778e-4,0.0082673384519923,0,1000
3,250,0,0,0,2,0,1,0,0,0,0.1,-0.05,0.1,0.1,linear,NA,0.025,0.001,0.001,1.0991208017965741,1.0991208017965742e-4,reasonable,0.001,0.001,25,2,0.002,1,1000,4,4000,1000,TRUE,0.1,TRUE,2,poolmodel,0.027,-9.095703576486479e-5,0.008260399004228938,0,1000
3,250,0,0,0,2,0,1,0,0,0,0.1,-0.05,0.1,0.1,linear,NA,0.025,0.001,0.001,1.0991208017965741,1.0991208017965742e-4,reasonable,0.001,0.001,25,2,0.002,1,1000,4,4000,1000,TRUE,0.1,TRUE,2,sepmodel,0.027,-9.095703576486479e-5,0.008260399004228938,0,1000
3,250,0,0,0,2,0,1,0,0,0,0.1,-0.05,0.1,0.1,linear,NA,0.025,0.001,0.001,1.0991208017965741,1.0991208017965742e-4,reasonable,0.001,0.001,25,2,0.002,1,1000,4,4000,1000,TRUE,0.1,TRUE,2,timemachine,0.026,-1.8322807602539055e-5,0.008260286732186295,0,1000
3,250,0,0,0,2,0,1,0,0,0,0.1,-0.05,0.1,0.1,linear,NA,0.025,0.001,0.001,1.0991208017965741,1.0991208017965742e-4,reasonable,0.001,0.001,25,2,0.002,1,1000,4,4000,1000,TRUE,0.1,TRUE,3,fixmodel,0.035,0.002177037483104037,0.008484857700859974,0,1000
3,250,0,0,0,2,0,1,0,0,0,0.1,-0.05,0.1,0.1,linear,NA,0.025,0.001,0.001,1.0991208017965741,1.0991208017965742e-4,reasonable,0.001,0.001,25,2,0.002,1,1000,4,4000,1000,TRUE,0.1,TRUE,3,MAPpriorNew,0.034,0.002116693336396769,0.008527067098993545,0,1000
3,250,0,0,0,2,0,1,0,0,0,0.1,-0.05,0.1,0.1,linear,NA,0.025,0.001,0.001,1.0991208017965741,1.0991208017965742e-4,reasonable,0.001,0.001,25,2,0.002,1,1000,4,4000,1000,TRUE,0.1,TRUE,3,poolmodel,0.034,0.002177037483104041,0.008484857700859985,0,1000
3,250,0,0,0,2,0,1,0,0,0,0.1,-0.05,0.1,0.1,linear,NA,0.025,0.001,0.001,1.0991208017965741,1.0991208017965742e-4,reasonable,0.001,0.001,25,2,0.002,1,1000,4,4000,1000,TRUE,0.1,TRUE,3,sepmodel,0.034,0.002177037483104041,0.008484857700859985,0,1000
3,250,0,0,0,2,0,1,0,0,0,0.1,-0.05,0.1,0.1,linear,NA,0.025,0.001,0.001,1.0991208017965741,1.0991208017965742e-4,reasonable,0.001,0.001,25,2,0.002,1,1000,4,4000,1000,TRUE,0.1,TRUE,3,timemachine,0.035,0.0022326811683890243,0.008482513666268874,0,1000
