num_arms,n_arm,d1,d2,d3,period_blocks,mu0,sigma,theta1,theta2,theta3,lambda0,lambda1,lambda2,lambda3,trend,N_peak,alpha,prec_theta,prec_eta,tau_a,tau_b,tau_case,prec_a,prec_b,bucket_size,opt,prior_prec_tau,prior_prec_eta,n_samples,n_chains,n_iter,n_adapt,robustify,weight,study_arm,model,reject_h0,bias,MSE,failed,nsim
3,250,0,250,500,2,0,1,0,0,0,0.11250000000000002,0.11250000000000002,0.11250000000000002,0.11250000000000002,linear,NA,0.025,0.001,0.001,1.0991208017965741,1.0991208017965742e-4,reasonable,0.001,0.001,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,timemachine,0.029,0.006251088831903448,0.006976274498294895,0,1000
3,250,0,375,750,2,0,1,0,0,0,0.11250000000000002,0.11250000000000002,0.11250000000000002,0.11250000000000002,linear,NA,0.025,0.001,0.001,1.0991208017965741,1.0991208017965742e-4,reasonable,0.001,0.001,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,timemachine,0.03,0.005928748956278431,0.006819000785723335,0,1000
3,250,0,500,1000,2,0,1,0,0,0,0.11250000000000002,0.11250000000000002,0.11250000000000002,0.11250000000000002,linear,NA,0.025,0.001,0.001,1.0991208017965741,1.0991208017965742e-4,reasonable,0.001,0.001,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,timemachine,0.026,0.01349748263422123,0.006202492115580775,0,1000
3,250,0,0,0,2,0,1,0,0,0,0.15,0.15,0.15,0.15,linear,NA,0.025,0.001,0.001,1.0991208017965741,1.0991208017965742e-4,reasonable,0.001,0.001,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,timemachine,0.024,-5.38313841154541e-4,0.00736460227121111,0,1000
3,250,0,125,250,2,0,1,0,0,0,0.15,0.15,0.15,0.15,linear,NA,0.025,0.001,0.001,1.0991208017965741,1.0991208017965742e-4,reasonable,0.001,0.001,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,timemachine,0.032,0.0048289810095010766,0.0072305745054615555,0,1000
3,250,0,250,500,2,0,1,0,0,0,0.15,0.15,0.15,0.15,linear,NA,0.025,0.001,0.001,1.0991208017965741,1.0991208017965742e-4,reasonable,0.001,0.001,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,timemachine,0.031,0.007351889962515857,0.0065685578933382715,0,1000
3,250,0,375,750,2,0,1,0,0,0,0.15,0.15,0.15,0.15,linear,NA,0.025,0.001,0.001,1.0991208017965741,1.0991208017965742e-4,reasonable,0.001,0.001,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,timemachine,0.042,0.013238157299586367,0.007152552007998127,0,1000
3,250,0,500,1000,2,0,1,0,0,0,0.15,0.15,0.15,0.15,linear,NA,0.025,0.001,0.001,1.0991208017965741,1.0991208017965742e-4,reasonable,0.001,0.001,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,timemachine,0.033,0.014212843946567954,0.006751762658861927,0,1000
3,250,0,0,0,2,0,1,0,0,0,-0.15,-0.15,-0.15,-0.15,stepwise_2,NA,0.025,0.001,0.001,1.0991208017965741,1.0991208017965742e-4,reasonable,0.001,0.001,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,timemachine,0.027,-9.550367751810756e-4,0.008147689661100145,0,1000
3,250,0,125,250,2,0,1,0,0,0,-0.15,-0.15,-0.15,-0.15,stepwise_2,NA,0.025,0.001,0.001,1.0991208017965741,1.0991208017965742e-4,reasonable,0.001,0.001,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,timemachine,0.018,-0.011913948213395354,0.007450413057637832,0,1000
