num_arms,n_arm,d1,d2,d3,d4,d5,d6,d7,d8,d9,d10,period_blocks,mu0,sigma,theta1,theta2,theta3,theta4,theta5,theta6,theta7,theta8,theta9,theta10,lambda0,lambda1,lambda2,lambda3,lambda4,lambda5,lambda6,lambda7,lambda8,lambda9,lambda10,trend,N_peak,trend_mean,trend_var,alpha,prec_theta,prec_eta,tau_a,tau_b,tau_case,prec_a,prec_b,bucket_size,opt,prior_prec_tau,prior_prec_eta,n_samples,n_chains,n_iter,n_adapt,robustify,weight,ncc,study_arm,model,reject_h0,bias,MSE,failed,nsim
10,250,0,300,600,900,1200,1500,1800,2100,2400,2700,2,0,1,0,0,0,0,0,0,0,0,0,0,0.07499999999999998,random,random,random,random,random,random,random,random,random,0.07499999999999998,linear,NA,0.07499999999999998,0.5,0.025,0.001,0.001,1.0991208017965741,1.0991208017965742e-4,reasonable,0.001,0.001,25,2,0.002,1,1000,4,4000,1000,TRUE,0.1,TRUE,10,fixmodel,0.029,0.0016194437390553399,0.007212693664615672,0,1000
10,250,0,300,600,900,1200,1500,1800,2100,2400,2700,2,0,1,0,0,0,0,0,0,0,0,0,0,0.07499999999999998,random,random,random,random,random,random,random,random,random,0.07499999999999998,linear,NA,0.07499999999999998,0.5,0.025,0.001,0.001,1.0991208017965741,1.0991208017965742e-4,reasonable,0.001,0.001,25,2,0.002,1,1000,4,4000,1000,TRUE,0.1,TRUE,10,MAPpriorNew,0.032,0.017334794211371508,0.005945372266858877,0,1000
10,250,0,300,600,900,1200,1500,1800,2100,2400,2700,2,0,1,0,0,0,0,0,0,0,0,0,0,0.07499999999999998,random,random,random,random,random,random,random,random,random,0.07499999999999998,linear,NA,0.07499999999999998,0.5,0.025,0.001,0.001,1.0991208017965741,1.0991208017965742e-4,reasonable,0.001,0.001,25,2,0.002,1,1000,4,4000,1000,TRUE,0.1,TRUE,10,poolmodel,0.064,0.03340996165017288,0.005967010657096353,0,1000
10,250,0,300,600,900,1200,1500,1800,2100,2400,2700,2,0,1,0,0,0,0,0,0,0,0,0,0,0.07499999999999998,random,random,random,random,random,random,random,random,random,0.07499999999999998,linear,NA,0.07499999999999998,0.5,0.025,0.001,0.001,1.0991208017965741,1.0991208017965742e-4,reasonable,0.001,0.001,25,2,0.002,1,1000,4,4000,1000,TRUE,0.1,TRUE,10,sepmodel,0.021,4.7614257656151363e-4,0.007623012204180332,0,1000
10,250,0,300,600,900,1200,1500,1800,2100,2400,2700,2,0,1,0,0,0,0,0,0,0,0,0,0,0.07499999999999998,random,random,random,random,random,random,random,random,random,0.07499999999999998,linear,NA,0.07499999999999998,0.5,0.025,0.001,0.001,1.0991208017965741,1.0991208017965742e-4,reasonable,0.001,0.001,25,2,0.002,1,1000,4,4000,1000,TRUE,0.1,TRUE,10,timemachine,0.035,0.018582825816441932,0.005956567696131746,0,1000
10,250,0,300,600,900,1200,1500,1800,2100,2400,2700,2,0,1,0,0,0,0,0,0,0,0,0,0,0.11250000000000002,random,random,random,random,random,random,random,random,random,0.11250000000000002,linear,NA,0.11250000000000002,0.5,0.025,0.001,0.001,1.0991208017965741,1.0991208017965742e-4,reasonable,0.001,0.001,25,2,0.002,1,1000,4,4000,1000,TRUE,0.1,TRUE,10,fixmodel,0.026,-0.005479204806963281,0.0073693949972717014,0,1000
10,250,0,300,600,900,1200,1500,1800,2100,2400,2700,2,0,1,0,0,0,0,0,0,0,0,0,0,0.11250000000000002,random,random,random,random,random,random,random,random,random,0.11250000000000002,linear,NA,0.11250000000000002,0.5,0.025,0.001,0.001,1.0991208017965741,1.0991208017965742e-4,reasonable,0.001,0.001,25,2,0.002,1,1000,4,4000,1000,TRUE,0.1,TRUE,10,MAPpriorNew,0.04,0.018002124604152455,0.0065624534825156995,0,1000
10,250,0,300,600,900,1200,1500,1800,2100,2400,2700,2,0,1,0,0,0,0,0,0,0,0,0,0,0.11250000000000002,random,random,random,random,random,random,random,random,random,0.11250000000000002,linear,NA,0.11250000000000002,0.5,0.025,0.001,0.001,1.0991208017965741,1.0991208017965742e-4,reasonable,0.001,0.001,25,2,0.002,1,1000,4,4000,1000,TRUE,0.1,TRUE,10,poolmodel,0.092,0.04356620718937777,0.006844104562299325,0,1000
10,250,0,300,600,900,1200,1500,1800,2100,2400,2700,2,0,1,0,0,0,0,0,0,0,0,0,0,0.11250000000000002,random,random,random,random,random,random,random,random,random,0.11250000000000002,linear,NA,0.11250000000000002,0.5,0.025,0.001,0.001,1.0991208017965741,1.0991208017965742e-4,reasonable,0.001,0.001,25,2,0.002,1,1000,4,4000,1000,TRUE,0.1,TRUE,10,sepmodel,0.026,-0.005431864628145853,0.008446225932305733,0,1000
10,250,0,300,600,900,1200,1500,1800,2100,2400,2700,2,0,1,0,0,0,0,0,0,0,0,0,0,0.11250000000000002,random,random,random,random,random,random,random,random,random,0.11250000000000002,linear,NA,0.11250000000000002,0.5,0.025,0.001,0.001,1.0991208017965741,1.0991208017965742e-4,reasonable,0.001,0.001,25,2,0.002,1,1000,4,4000,1000,TRUE,0.1,TRUE,10,timemachine,0.038,0.019186739333204448,0.006144181945168367,0,1000
10,250,0,300,600,900,1200,1500,1800,2100,2400,2700,2,0,1,0,0,0,0,0,0,0,0,0,0,0.15,random,random,random,random,random,random,random,random,random,0.15,linear,NA,0.15,0.5,0.025,0.001,0.001,1.0991208017965741,1.0991208017965742e-4,reasonable,0.001,0.001,25,2,0.002,1,1000,4,4000,1000,TRUE,0.1,TRUE,10,fixmodel,0.022,0.0015252295650230255,0.007281068559945343,0,1000
10,250,0,300,600,900,1200,1500,1800,2100,2400,2700,2,0,1,0,0,0,0,0,0,0,0,0,0,0.15,random,random,random,random,random,random,random,random,random,0.15,linear,NA,0.15,0.5,0.025,0.001,0.001,1.0991208017965741,1.0991208017965742e-4,reasonable,0.001,0.001,25,2,0.002,1,1000,4,4000,1000,TRUE,0.1,TRUE,10,MAPpriorNew,0.049,0.030918352534866207,0.007061610864222572,0,1000
10,250,0,300,600,900,1200,1500,1800,2100,2400,2700,2,0,1,0,0,0,0,0,0,0,0,0,0,0.15,random,random,random,random,random,random,random,random,random,0.15,linear,NA,0.15,0.5,0.025,0.001,0.001,1.0991208017965741,1.0991208017965742e-4,reasonable,0.001,0.001,25,2,0.002,1,1000,4,4000,1000,TRUE,0.1,TRUE,10,poolmodel,0.148,0.0670588635030567,0.0094645974523479455,0,1000
10,250,0,300,600,900,1200,1500,1800,2100,2400,2700,2,0,1,0,0,0,0,0,0,0,0,0,0,0.15,random,random,random,random,random,random,random,random,random,0.15,linear,NA,0.15,0.5,0.025,0.001,0.001,1.0991208017965741,1.0991208017965742e-4,reasonable,0.001,0.001,25,2,0.002,1,1000,4,4000,1000,TRUE,0.1,TRUE,10,sepmodel,0.021,0.0017447824890917153,0.007608537318350983,0,1000
10,250,0,300,600,900,1200,1500,1800,2100,2400,2700,2,0,1,0,0,0,0,0,0,0,0,0,0,0.15,random,random,random,random,random,random,random,random,random,0.15,linear,NA,0.15,0.5,0.025,0.001,0.001,1.0991208017965741,1.0991208017965742e-4,reasonable,0.001,0.001,25,2,0.002,1,1000,4,4000,1000,TRUE,0.1,TRUE,10,timemachine,0.058,0.03309356972043406,0.006923316027835265,0,1000
